DISTRICTS,YEAR,YIELD,NDVI_JUN,NDVI_JUL,NDVI_AUG,NDVI_SEP,NDVI_OCT,NDVI_NOV,LAI_JUN,LAI_JUL,LAI_AUG,LAI_SEP,LAI_OCT,LAI_NOV,ET_JUN,ET_JUL,ET_AUG,ET_SEP,ET_OCT,ET_NOV,LST_JUN,LST_JUL,LST_AUG,LST_SEP,LST_OCT,LST_NOV,RF_JUN,RF_JUL,RF_AUG,RF_SEP,RF_OCT,RF_NOV,Anuppur,Ashoknagar,Balaghat,Barwani,Betul,Bhind,Bhopal,Burhanpur,Chhatarpur,Chhindwara,Damoh,Datia,Dewas,Dhar,Dindori,Guna,Gwalior,Harda,Hoshangabad,Indore,Jabalpur,Jhabua,Katni,Mandla,Mandsaur,Morena,Narsinghpur,Neemuch,Panna,Raisen,Rajgarh,Ratlam,Rewa,Sagar,Satna,Sehore,Seoni,Shahdol,Shajapur,Sheopur,Shivpuri,Sidhi,Tikamgarh,Ujjain,Umaria,Vidisha,NDVI_summer,LST_autumn
Anuppur,2018.0,0.701877,0.32415454148548073,0.389452,0.39866470435490686,0.655658,0.572335,0.3734424798050721,0.46464555034419586,0.4833029252576715,0.879361,1.878474,0.8681226541688087,0.6263559907350615,1.3681449015885623,18.33708,3.1166760864646013,3.398300523149573,16.06372,2.1546039755504856,311.8919,303.7725,5.719744402566443,303.3428,304.6069,302.6898,1.8468978534405165,2.775384186286702,2.602084317060728,1.6949776070302414,0.5799006518779942,0.0028240087311016044,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2621470000000001,910.6395
Ashoknagar,2018.0,1.490999,0.21182210491157605,0.300913,0.28435679985593737,0.547402,0.35598,0.299190841773981,0.2179195298439891,0.2824639818663463,0.777532,1.155694,0.4693615481557837,0.3818443209076841,0.7143292481475987,6.825735,3.04718650499048,3.1144371064469505,6.272767,1.5752358328458087,313.9992,310.7798,5.71357470720391,304.4039,310.9523,306.4695,1.4502740542671824,2.5734264024956746,2.3719756987075855,2.065795227838474,0.059096867158071026,0.018606814557821916,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.865748,921.8256999999999
Balaghat,2018.0,1.0,0.4054831079461663,0.246631,0.3791786259823257,0.767925,0.662679,0.46195192610773395,0.7423586845247264,0.34129985063237755,0.232497,3.055222,1.1968542272707425,0.9713071866902108,2.352931854560709,23.06959,3.0690607991610186,3.5901709314781507,21.07645,2.5018694643164308,309.2862,305.173,5.708648947478855,301.5758,302.2749,301.5348,2.0585359087965887,2.7215302686960134,2.7690192341905084,1.5718969876460378,0.49262030808810536,0.12614001859676405,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.207742,905.3855
Barwani,2018.0,1.151988,0.23454550132562102,0.216127,0.39807721806420693,0.617329,0.442742,0.33406577197787335,0.27666232747911745,0.24014618384977368,0.582998,1.659965,0.6560723234099503,0.46334589060666787,1.6762107481308481,16.2663,3.0365627480382913,3.1777175238032385,9.592418,1.7691589915963197,312.0119,307.4154,5.699634885286574,304.8773,310.1931,309.5595,1.9051220825309256,2.2664958396984645,2.107584293251017,1.4199778973652684,0.15628896349696847,0.049258625852692604,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96942,924.6299000000001
Betul,2018.0,0.641003,0.3209292100452688,0.208785,0.35085544344577374,0.706353,0.578404,0.4048595914866381,0.5420166853801225,0.2917430654462999,0.245086,2.371264,0.9624393149001326,0.7255795201385759,1.937301774518713,21.19998,3.1322655310703165,3.461767413753304,15.17415,2.15109302592187,312.034,306.176,5.706245439067684,302.2396,305.8965,305.5938,2.1443177011236787,2.7309310922150765,2.4959265404712783,1.6394437991844892,0.2647567847223993,0.2151113796169455,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0074750000000001,913.7298999999999
Bhind,2018.0,0.761905,0.1898068056228362,0.200874,0.33819075911517726,0.434958,0.356743,0.33143313306658884,0.2113988515436101,0.1879888009198342,0.414992,0.864157,0.4519694872571717,0.4626667802717175,0.08605108272131176,3.360428,2.6849241774370367,3.0041239646164226,5.835205,1.614488337540064,313.153,313.3094,5.730942285111815,305.3864,309.5779,303.4316,1.1882732080737357,2.4397235971624904,2.650456398376628,1.7664642250917637,0.254131235130699,0.003462000355177457,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.812298,918.3959
Bhopal,2018.0,0.681998,0.2840580134758145,0.274777,0.28739528133113856,0.543314,0.410595,0.3474637508559285,0.29170422274950636,0.3402742853792725,0.621385,1.14448,0.5132648464420657,0.45830294241292313,1.7371267454988075,12.62302,3.095461764709999,3.07226081376767,7.226821,1.7958670216722148,312.4878,307.5374,5.70182789905056,306.0006,310.005,305.916,1.6525575533421177,2.828178927917167,2.1618785346096314,1.7452099928417382,0.07521507337665728,0.007104701729931643,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.936238,921.9215999999999
Burhanpur,2018.0,1.127982,0.28240291217412233,0.228837,0.35192648784449715,0.689278,0.57108,0.40890186236369674,0.3813711662786863,0.24475865273342667,0.346769,2.002545,0.8705612988845265,0.65778162672139,1.8135525978215776,20.42281,3.1629482297306413,3.381353113499007,15.02574,2.2364286236839437,313.5788,312.1402,5.638906118681089,304.0712,307.4421,307.3316,1.8977000666059431,2.303803550373267,2.0755696806907626,1.3980561690691444,0.25269691664777033,0.3296597988565789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9769540000000001,918.8448999999999
Chhatarpur,2018.0,1.315977,0.24566092173103596,0.358319,0.3805636237055946,0.59651,0.438529,0.329434673823127,0.2802910762059851,0.3562720627930213,0.663234,1.444981,0.5877211071977041,0.4645588332097783,0.503691032993386,8.565738,3.128166564582582,3.217443599723239,9.049687,1.8418914311967498,316.8494,312.0745,5.7143791312493475,304.0701,309.111,305.0417,1.1288013129899679,2.5314323472249334,2.619169441541625,1.8727680180191668,0.07223228558155939,0.08533881236625301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.099894,918.2228
Chhindwara,2018.0,0.903951,0.3255557248798624,0.265601,0.3981900422070814,0.719233,0.593158,0.39701349361835997,0.5199889123093304,0.3342461893869244,0.333245,2.399039,0.9546618534574727,0.7083958267559513,1.968872485092398,19.87258,3.180513303363102,3.491822056156097,16.56272,2.2425881366544163,313.0016,305.7588,5.713784949364376,302.5312,305.0133,304.912,2.1854061248521384,2.8311836385380715,2.5994399663781613,1.55222502652234,0.37666912151543663,0.29217247548458875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1395279999999999,912.4565
Damoh,2018.0,0.927986,0.25500184362314887,0.255531,0.38585338258908086,0.598404,0.44862,0.3392690362142592,0.32420371369306966,0.34847562117573283,0.513019,1.791601,0.6689938225456858,0.5291860350979232,0.7422968039257025,10.726,3.148162760411604,3.3157800063039113,10.65259,1.9518720558036198,316.0631,310.1199,5.718824113207698,304.6144,309.0237,306.0507,1.4724351300736345,2.841356568410435,2.6300295587869784,1.8276232722065564,0.14246437447046906,0.04464539599658503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.016864,919.6888
Datia,2018.0,0.767184,0.21127337874372235,0.288311,0.3939530984692145,0.549471,0.424969,0.30737219341936095,0.2372278995874805,0.2826373693070468,0.603399,1.239647,0.5634712034035547,0.38241140177694155,0.2580696712738392,3.92048,2.930277065720859,3.188866825303047,8.236345,1.639757008103607,314.1861,313.4273,5.722950913969582,304.2011,308.4728,303.3286,1.151346411230709,2.346937137549725,2.4059824829809897,1.8512070849189695,0.21907287735163034,0.00030195440717912365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.006392,916.0025
Dewas,2018.0,1.230001,0.29525060868673264,0.330795,0.34307183982491324,0.575159,0.451133,0.40356597255797727,0.34709702173285506,0.3907243280199985,0.628142,1.488986,0.6299299195070479,0.6206221856056771,1.4395708751267138,14.44707,3.0994244983882213,3.161178065607656,9.19732,2.146003794939494,312.606,305.6111,5.700869569597938,307.1959,310.6377,306.2094,1.841383095495247,2.624256188295793,2.1731466841005176,1.742292401010762,0.15671652807855987,0.017958771575785685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.083528,924.0429999999999
Dhar,2018.0,1.485002,0.19981842329046995,0.262445,0.36354181293446003,0.582424,0.444671,0.3781000777883948,0.20847001968891077,0.2624588753763532,0.66245,1.549201,0.5966214122271644,0.5554258796589715,1.396776481241147,15.63186,3.029149641364914,3.123741069676079,8.474267,2.0047724121067363,312.0183,307.1087,5.691202004684204,305.572,310.4141,307.6025,1.6805492849788575,2.531553248320031,1.9832927728580074,1.5848902693351443,0.24121212699192737,0.014138577593302561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.922041,923.5886
Dindori,2018.0,0.80205,0.38474049591450216,0.282932,0.28398198556525445,0.69838,0.585384,0.4201310357109529,0.6300518841390537,0.49917764873002485,0.246103,2.290577,1.025250602076596,0.7993334551849719,1.7781394700373934,17.06456,3.202324809347919,3.424080227530894,17.23894,2.3125428495622176,310.5053,303.4823,5.705430116548509,302.7039,304.1662,302.6104,1.958176325263152,2.694870394434471,2.7549465095664387,1.6616029467459688,0.46600941297378906,0.055529309792480296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.080574,909.4805
Guna,2018.0,1.097001,0.22927590990884833,0.306967,0.259826431507274,0.603808,0.405947,0.3234637056660562,0.2302851890037448,0.27149399977523886,0.721903,1.269436,0.5515162176535607,0.42916145223014857,0.7979949147678332,7.127766,3.053139017668536,3.2050681359659965,7.631255,1.6671102275375054,313.0851,310.5049,5.706698884462544,304.775,310.3699,306.2537,1.5809139445667197,2.6966750823873697,2.450090024387623,2.006497123104256,0.030116898903810706,0.03478782548566393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.861361,921.3986
Gwalior,2018.0,1.165771,0.212122239165255,0.300349,0.4330997302048051,0.560549,0.436951,0.33113300827560804,0.2462043942679668,0.3076876203346563,0.671254,1.445135,0.6529229240254073,0.4822650251533924,0.3371184563476899,4.327728,2.9860202642999742,3.218254832092093,9.399852,1.7641057727861669,314.0,313.999,5.720902094139006,303.8516,308.0242,303.518,1.1732824361050245,2.3729163351299767,2.461013467568002,1.8952434252487056,0.22615102433011586,0.005220350229881654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.078678,915.3938
Harda,2018.0,0.985998,0.2790118444172782,0.30066,0.32944906032513566,0.590384,0.432918,0.38113689578261767,0.4209315503420788,0.3037040326121529,0.629609,1.729408,0.6980108338001345,0.6290944080940503,1.604751950443386,20.58843,3.0894744064332444,3.2396791277920665,9.485688,2.0028319237873253,311.8441,312.5862,5.692719505050039,305.0544,310.1048,306.6401,1.9620875858305442,2.736912320587221,2.23478675776449,1.7766832249658984,0.18871441221289278,0.10345870836822998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.012685,921.7993000000001
Hoshangabad,2018.0,1.032,0.2928188565569333,0.192397,0.3492065245935676,0.665316,0.549309,0.3901544965853473,0.5033827945013867,0.2115275459952357,0.251294,2.198108,0.9489917765629357,0.7008603573837546,1.8146211383713173,16.16655,2.988095688924425,3.4009340136505117,13.96139,2.0558411043239007,311.1629,309.9088,5.6787473617526265,303.0965,306.4084,304.48,1.944761632619882,2.9945265469577333,2.50066434265006,1.8812018611272237,0.20364834875820179,0.18222071837659898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.950539,913.9848999999999
Indore,2018.0,1.491002,0.24805077502030973,0.298286,0.35763598199369045,0.514652,0.392204,0.4032793878276417,0.2604038826356072,0.40749571170316046,0.713485,1.253801,0.5094634964917046,0.6418975694287937,1.3163996545304517,14.28835,3.0979426828324566,3.02308962525428,6.830106,2.204884167633653,310.7923,303.7242,5.692104889624681,307.2867,310.559,305.622,1.834107179252256,2.487406855001841,2.1256549364477184,1.715925932220187,0.2218170719293021,0.01967124611703094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009756,923.4677000000001
Jabalpur,2018.0,0.909091,0.28119507732183924,0.235009,0.3562510541101319,0.631058,0.531711,0.3814121409010597,0.33725193257930447,0.3819187216828516,0.341299,1.903118,0.8254654000874851,0.6303655152470145,0.9926523341234283,13.34554,3.1200454966048503,3.3384329303761016,14.078,2.168680716533985,315.1691,305.782,5.701164717985681,302.9438,305.877,304.0256,1.796302467499944,2.9173495623236647,2.689574572953075,1.709460788203602,0.2340763696654639,0.060088007276367275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.987687,912.8463999999999
Jhabua,2018.0,0.855998,0.21399947135342404,0.229192,0.3657758051838429,0.662492,0.508003,0.372422497781549,0.2754399424319732,0.25322105395889394,0.669683,1.838717,0.7456333631733421,0.5529616985045177,1.4754126836068358,18.69104,3.092258531816902,3.2382411016386192,11.41606,1.9507107505639527,312.474,302.8619,5.702055317311623,303.652,309.0272,307.9709,1.3892101062007876,2.674479629129462,2.1198803828062034,1.525151764087817,0.2102204060237201,0.005208412639603486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.909446,920.6501000000001
Katni,2018.0,1.1875,0.28268937967747415,0.308361,0.41695550657359454,0.648515,0.564659,0.3660518430846282,0.35082094265982133,0.3833987605295115,0.445723,2.00835,0.839893803596445,0.5903190113601057,0.8107399758995649,10.21016,3.0833506746005663,3.407262617542167,14.71606,2.0834583385388705,314.6282,309.8091,5.7203081700435305,302.4761,304.8435,303.2499,1.5492179462335374,2.7713711062462063,2.765601870940215,1.7445993757711795,0.24482754498518935,0.14123997997401827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1523889999999999,910.5695000000001
Mandla,2018.0,1.076923,0.34055247255407656,0.263901,0.34157988463630573,0.699009,0.575361,0.40541310675611747,0.537170918704722,0.44140158791247,0.289643,2.469701,1.012423119027905,0.7788935911501598,1.634461397109534,18.65686,3.1266478103088517,3.480383414802518,17.42129,2.307143388163198,312.8407,303.6768,5.6962209583123595,302.3875,304.2997,303.2171,1.9008241659286143,2.7913025216838814,2.760592681598473,1.6101002930116413,0.40888259517462294,0.1000018838012812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.076794,909.9042999999999
Mandsaur,2018.0,0.875,0.2078081630310178,0.285392,0.43424237525723997,0.481484,0.363835,0.3549490554496392,0.18976131304783694,0.3103739043268401,0.851708,1.324635,0.42112189838420194,0.4916856168884044,0.547387034877125,11.9057,3.1062982174315845,3.0200667732491056,4.99002,1.7992387627830286,312.5545,306.3439,5.704281350197102,305.2798,310.6667,305.3175,1.2192354355359163,2.7514678639588,2.4159869899067283,1.7135007664931905,0.23286890636717072,0.09072331255808531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060162,921.264
Morena,2018.0,1.159004,0.191926943672341,0.333335,0.45150609993856305,0.51763,0.373862,0.3049683009765344,0.2163219369192772,0.2864758452521711,0.948947,1.289874,0.4998597173905339,0.4210562652210537,0.22142367317132655,3.459535,2.8278844648843404,3.089744338444336,6.09132,1.51192408638391,313.5945,314.4393,5.7231369623371355,304.2552,308.8381,303.5981,1.0331054766659902,2.3663708308613756,2.48227903396055,1.9649455353186398,0.22159515316427858,0.0019730522516137397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.115593,916.6913999999999
Narsinghpur,2018.0,0.756976,0.3377300167126639,0.252238,0.399732709259762,0.6415,0.547875,0.3975250020652008,0.5168687273782684,0.35650172893788024,0.368801,1.920058,0.8204800268279677,0.6454725939024644,1.8287196164057793,14.8826,3.1085769131583443,3.3109921825754354,13.01785,2.1308862745999932,312.1083,307.9954,5.699728936827892,304.0129,306.6187,304.4,1.877169745695602,2.9577915408760798,2.4907594884632354,1.689347565102366,0.26687025109053364,0.1502106423493973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.145426,915.0315999999999
Neemuch,2018.0,0.836001,0.24395116363979913,0.308014,0.44200659431049477,0.538266,0.423356,0.3472447188071315,0.2610172037422913,0.3752539798149042,0.938161,1.47718,0.5755734979876755,0.5032147342846529,0.5583704413846341,10.06449,3.0470364178826808,3.0777481102505915,7.435464,1.8118824700357616,313.327,306.5318,5.708860227686782,304.0168,309.2509,305.1015,1.137564376001116,2.698588244308348,2.4233538890505293,1.757230306852871,0.25815310226525634,0.05836324329691494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.140122,918.3692
Panna,2018.0,0.923664,0.25465849731084556,0.320202,0.43510999078707646,0.613619,0.491258,0.35069208226087284,0.33789479573260156,0.3933277474478182,0.69536,2.087699,0.7450050155644504,0.5755099467739525,0.3618600778674024,8.891806,3.1640056146218867,3.424579868119269,12.09002,2.0453522999776905,316.8526,312.0644,5.71366514645487,303.3666,307.4088,304.57,1.2367462399178828,2.677944882881343,2.7029257602208796,1.6390681684334438,0.19420071932403224,0.04227278161953472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1553559999999998,915.3453999999999
Raisen,2018.0,0.452995,0.32019403409428404,0.206172,0.31257685972542504,0.642779,0.525774,0.3723177547120679,0.4272318184018271,0.35798698283913677,0.285047,1.838414,0.8066209446282303,0.5940553091652452,1.661410436093213,14.31198,3.054882397067195,3.3193681902875665,12.72668,2.0114902703961426,312.8101,307.0624,5.703322035336952,303.4768,306.8742,305.025,1.7074121767754296,2.923003503709514,2.3232835933858644,1.6991341818720938,0.03904762125066529,0.0008276573971037553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95051,915.376
Rajgarh,2018.0,0.934999,0.22628341677341238,0.271821,0.3647646339817849,0.55738,0.381588,0.3499453509367243,0.20088403633973134,0.26074140988951344,0.878727,1.043138,0.419985179792689,0.4415610725202926,1.156816414819565,9.546643,3.116491764059381,3.0435686496788503,5.431828,1.7221919683875615,313.0986,309.2059,5.7037491407673,306.5227,311.5366,306.4577,1.518532855811963,2.808646385335772,2.3554769290328172,1.7628744516093282,0.03694312140922335,0.06775210205081847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.965927,924.517
